2017-06-09,600652,游久游戏,买入,华鑫证券有限责任公司上海宛平南路证券营业部,10067986.00,湘财证券股份有限公司武汉友谊大道证券营业部,9885719.00,中信证券股份有限公司武汉建设大道证券营业部,9834664.10,中信证券股份有限公司上海溧阳路证券营业部,5586836.00,中国中投证券有限责任公司无锡清扬路证券营业部,3480192.00
2017-06-09,600652,游久游戏,卖出,申万宏源证券有限公司上海嘉定区塔城路证券营业部,2047231.00,广发证券股份有限公司深圳彩田路证券营业部,1377576.00,安信证券股份有限公司汕头峡山证券营业部,1282918.00,机构专用,1017070.00,机构专用,967727.00
2017-06-09,600821,津劝业,买入,兴业证券股份有限公司福州湖东路证券营业部,8654325.00,华泰证券股份有限公司深圳竹子林四路证券营业部,7927625.00,英大证券有限责任公司深圳横岗证券交易营业部,7542583.75,财通证券股份有限公司杭州龙井路证券营业部,6236650.00,方正证券股份有限公司宁波解放北路证券营业部,5637989.00
2017-06-09,600821,津劝业,卖出,华泰证券股份有限公司广州天河东路证券营业部,14256663.00,广发证券股份有限公司广州中山三路中华广场证券营业部,8698365.00,首创证券有限责任公司上海宝山区殷高路证券营业部,2883200.00,中信证券股份有限公司天津分公司,2621305.00,机构专用,2607110.00
2017-06-09,600095,哈高科,买入,第一创业证券股份有限公司上海世纪大道证券营业部,24891860.58,中信证券股份有限公司台州府中路证券营业部,11839911.00,中信证券股份有限公司上海漕溪北路证券营业部,8450000.00,方正证券股份有限公司北京安定门外大街证券营业部,7980228.00,长江证券股份有限公司天津宏达街证券营业部,6930333.00
2017-06-09,600095,哈高科,卖出,浙商证券股份有限公司杭州玉古路证券营业部,5275762.00,上海证券有限责任公司苏州吴江流虹路证券营业部,4906442.00,招商证券股份有限公司深圳前海路证券营业部,4810770.24,首创证券有限责任公司苏州嘉元路证券营业部,4077617.00,方正证券股份有限公司北京安定门外大街证券营业部,3915371.00
2017-06-09,603855,华荣股份,买入,华泰证券股份有限公司南京中央路第三证券营业部,23978766.85,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,4698606.50,国金证券股份有限公司上海互联网证券分公司,4079211.80,国金证券股份有限公司上海奉贤区金碧路证券营业部,4015293.52,光大证券股份有限公司广州马场路证券营业部,3923758.50
2017-06-09,603855,华荣股份,卖出,中国银河证券股份有限公司宁波柳汀街证券营业部,9808224.50,国金证券股份有限公司上海互联网证券分公司,8304947.03,招商证券股份有限公司柳州解放北路证券营业部,6840418.10,国金证券股份有限公司上海奉贤区金碧路证券营业部,5856577.23,国联证券股份有限公司广州滨江东路证券营业部,4515125.94
2017-06-09,603269,海鸥股份,买入,光大证券股份有限公司重庆大坪正街证券营业部,13538034.60,国金证券股份有限公司厦门湖滨北路证券营业部,11185553.68,海通证券股份有限公司许昌建设路证券营业部,9603747.93,华泰证券股份有限公司厦门厦禾路证券营业部,5964194.94,国金证券股份有限公司上海奉贤区金碧路证券营业部,5562221.69
2017-06-09,603269,海鸥股份,卖出,国泰君安证券股份有限公司深圳益田路证券营业部,11506068.91,国泰君安证券股份有限公司深圳红荔西路证券营业部,11207415.08,国泰君安证券股份有限公司深圳分公司,10768008.11,华宝证券有限责任公司上海浦东新区东方路证券营业部,8965108.72,东兴证券股份有限公司泉州温陵北路证券营业部,6515699.13
