2017-06-08,600876,洛阳玻璃,买入,招商证券股份有限公司深圳蛇口工业七路证券营业部,6788990.00,光大证券股份有限公司奉化南山路证券营业部,3689970.00,东北证券股份有限公司成都南二环路证券营业部,2576366.00,平安证券股份有限公司芜湖江北证券营业部,1901413.00,国泰君安证券股份有限公司哈尔滨尚志大街证券营业部,1443300.00
2017-06-08,600876,洛阳玻璃,卖出,国泰君安证券股份有限公司上海天山路证券营业部,7093128.00,平安证券股份有限公司深圳商报路奥林匹克大厦证券营业部,1923989.00,沪股通专用,1635063.00,东吴证券股份有限公司苏州胥江路证券营业部,1532939.89,方正证券股份有限公司北京阜外大街证券营业部,1249906.76
2017-06-08,600576,万家文化,买入,国泰君安证券股份有限公司成都北一环路证券营业部,18407525.00,华福证券有限责任公司安溪民主路证券营业部,16274190.40,长城证券股份有限公司成都天晖中街证券营业部,10660156.00,华福证券有限责任公司厦门仙岳路证券营业部,10292693.85,东吴证券股份有限公司盐城人民南路证券营业部,7423799.00
2017-06-08,600576,万家文化,卖出,光大证券股份有限公司宁波中山西路证券营业部,9542474.00,广发证券股份有限公司云浮浩林东路证券营业部,4588366.00,华泰证券股份有限公司北京雍和宫证券营业部,4562273.00,华泰证券股份有限公司南通环城西路证券营业部,4531058.00,民生证券股份有限公司河南分公司,3266116.75
2017-06-08,603997,继峰股份,买入,大通证券股份有限公司上海南车站路证券营业部,47325275.50,中泰证券股份有限公司上海西安路证券营业部,40452641.50,安信证券股份有限公司上海陆家嘴东路证券营业部,26929842.00,中国国际金融股份有限公司北京建国门外大街证券营业部,26038059.50,申万宏源证券有限公司温州车站大道证券营业部,25274640.00
2017-06-08,603997,继峰股份,卖出,机构专用,70870285.96,西部证券股份有限公司江阴滨江东路证券营业部,55989128.00,中国银河证券股份有限公司沈阳北站路证券营业部,32695290.50,平安证券股份有限公司深圳深南大道证券营业部,31197174.35,中国银河证券股份有限公司成都科华北路证券营业部,27905392.50
2017-06-08,603855,华荣股份,买入,国金证券股份有限公司上海奉贤区金碧路证券营业部,9340053.18,国金证券股份有限公司上海互联网证券分公司,9205814.77,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,6840812.12,中国银河证券股份有限公司宁波柳汀街证券营业部,6796719.60,财富证券有限责任公司杭州庆春路证券营业部,6786783.92
2017-06-08,603855,华荣股份,卖出,申万宏源西部证券有限公司南宁英华路证券营业部,27857699.23,万和证券股份有限公司成都通盈街证券营业部,18773791.60,平安证券股份有限公司上海分公司,10198971.68,浙商证券股份有限公司湖州双子大厦证券营业部,9893851.23,万和证券股份有限公司成都蜀汉路证券营业部,8802209.80
2017-06-08,603383,顶点软件,买入,东吴证券股份有限公司东莞鸿福路证券营业部,9754337.84,国金证券股份有限公司上海奉贤区金碧路证券营业部,6736920.14,平安证券股份有限公司福建分公司,6696595.97,华泰证券股份有限公司上海武定路证券营业部,5914359.34,海通证券股份有限公司蚌埠中荣街证券营业部,5118972.41
2017-06-08,603383,顶点软件,卖出,中国中投证券有限责任公司深圳科技园证券营业部,6263373.84,国金证券股份有限公司上海奉贤区金碧路证券营业部,5539940.47,国泰君安证券股份有限公司深圳上步中路证券营业部,5288616.42,国金证券股份有限公司上海互联网证券分公司,5188812.64,西南证券股份有限公司昆明北京路证券营业部,4990573.91
2017-06-08,603269,海鸥股份,买入,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,14893695.00,国泰君安证券股份有限公司深圳益田路证券营业部,13872768.00,国泰君安证券股份有限公司深圳分公司,13358664.00,国泰君安证券股份有限公司深圳红荔西路证券营业部,13340888.00,华泰证券股份有限公司沈阳大西路证券营业部,11133961.00
2017-06-08,603269,海鸥股份,卖出,华宝证券有限责任公司舟山解放西路证券营业部,26675298.64,华泰证券股份有限公司湖南分公司,24222248.34,浙商证券股份有限公司绍兴解放北路证券营业部,22911245.70,海通证券股份有限公司杭州文化路证券营业部,17920676.00,中国银河证券股份有限公司重庆民族路证券营业部,16202564.40
